ym,dist_band,median_ppp,mean_ppp,n_trades,ym_date
2022-05,1000-2000m,5056.524296976116,6007.97355473744,113,2022-05-01
2022-05,2000m+,4187.268763991988,4845.54191880237,177,2022-05-01
2022-05,500-1000m,5535.582167304604,6131.4831575801645,38,2022-05-01
2022-05,unknown,4185.556617295748,5019.6804602777775,17,2022-05-01
2022-06,1000-2000m,5739.236111111112,6437.317291020708,53,2022-06-01
2022-06,2000m+,4817.248496790096,5332.319473073669,114,2022-06-01
2022-06,500-1000m,4546.485330073349,4845.999209588201,19,2022-06-01
2022-06,unknown,4593.318144557744,5743.550648540785,6,2022-06-01
2022-07,0-500m,3313.9579713513167,3313.9579713513167,2,2022-07-01
2022-07,1000-2000m,6266.353748251117,6701.139190336567,35,2022-07-01
2022-07,2000m+,3914.4729819879917,4897.580953628646,65,2022-07-01
2022-07,500-1000m,4925.764104001017,5390.152413103312,11,2022-07-01
2022-07,unknown,6426.979363296409,7157.939188892971,4,2022-07-01
2022-08,0-500m,3783.46208869814,3874.984072472768,3,2022-08-01
2022-08,1000-2000m,5517.7593804246235,6295.900261766145,39,2022-08-01
2022-08,2000m+,3507.1176632681186,4195.925823526063,77,2022-08-01
2022-08,500-1000m,3890.732783095582,4401.511057346757,8,2022-08-01
2022-08,unknown,7641.959855660802,8949.895774742625,3,2022-08-01
2022-09,0-500m,3831.0746343292917,3831.0746343292917,1,2022-09-01
2022-09,1000-2000m,5586.3795536906355,6442.04696729501,27,2022-09-01
2022-09,2000m+,3869.8447161008185,4395.5066185375435,58,2022-09-01
2022-09,500-1000m,4660.5411558669,5562.660494249946,13,2022-09-01
2022-09,unknown,3235.9880814109265,3235.9880814109265,2,2022-09-01
2022-10,0-500m,3314.4614847161574,3314.4614847161574,1,2022-10-01
2022-10,1000-2000m,4091.3366336633667,5136.743176533157,33,2022-10-01
2022-10,2000m+,3698.679632153494,4303.147162769866,48,2022-10-01
2022-10,500-1000m,3617.7064730203715,4121.67650810756,16,2022-10-01
2022-10,unknown,3005.1153282122905,3005.1153282122905,1,2022-10-01
2022-11,1000-2000m,7095.89482157231,6292.550933327789,29,2022-11-01
2022-11,2000m+,3824.617706237425,4244.491729941918,59,2022-11-01
2022-11,500-1000m,3739.080488693852,4273.365532876594,8,2022-11-01
2022-11,unknown,6812.644473267042,7089.602138106513,7,2022-11-01
2022-12,1000-2000m,5537.353433835846,5643.545950732769,41,2022-12-01
2022-12,2000m+,3575.1898926537433,4238.829884686113,66,2022-12-01
2022-12,500-1000m,3472.3190052694354,3801.3557790621767,12,2022-12-01
2022-12,unknown,8628.888910867263,8189.3414341064645,6,2022-12-01
2023-01,0-500m,4508.087276176924,4508.087276176924,1,2023-01-01
2023-01,1000-2000m,5075.561075227166,5648.219214927825,122,2023-01-01
2023-01,2000m+,3735.112133031431,4406.50215181102,124,2023-01-01
2023-01,500-1000m,4333.01293254107,4596.6242206708575,21,2023-01-01
2023-01,unknown,12218.375396497035,10417.975699432913,7,2023-01-01
2023-02,0-500m,4449.730792498487,4493.157282408962,7,2023-02-01
2023-02,1000-2000m,5413.42677707421,6062.935816928174,190,2023-02-01
2023-02,2000m+,3767.7747938270677,4686.926098752496,250,2023-02-01
2023-02,500-1000m,3801.964350876632,4258.587282780815,52,2023-02-01
2023-02,unknown,7462.302483069978,8669.844260027518,11,2023-02-01
2023-03,0-500m,4845.994661025794,4720.94314665053,8,2023-03-01
2023-03,1000-2000m,4865.838435028218,5502.511524207687,228,2023-03-01
2023-03,2000m+,3823.836127870929,4837.851695950591,289,2023-03-01
2023-03,500-1000m,3880.0469483568077,3939.534988360955,71,2023-03-01
2023-03,unknown,6240.60164613224,7191.61921874005,14,2023-03-01
2023-04,0-500m,3715.0185338395922,4075.6046242625243,18,2023-04-01
2023-04,1000-2000m,5309.424778187402,5934.932490357564,254,2023-04-01
2023-04,2000m+,3891.923710854721,4660.339611987613,349,2023-04-01
2023-04,500-1000m,3742.990523833936,4331.713627132948,92,2023-04-01
2023-04,unknown,4310.2308052434455,4499.190134478492,15,2023-04-01
2023-05,0-500m,4252.237144648154,4104.033901968951,10,2023-05-01
2023-05,1000-2000m,5850.628943873522,6159.742902864596,294,2023-05-01
2023-05,2000m+,3992.5120772946866,4789.622755125019,409,2023-05-01
2023-05,500-1000m,3794.047054559561,4403.490724525573,78,2023-05-01
2023-05,unknown,6731.719909159729,6422.993859942929,13,2023-05-01
2023-06,0-500m,4326.8313475439945,4052.314296846396,10,2023-06-01
2023-06,1000-2000m,5913.082581076564,6224.410907632878,327,2023-06-01
2023-06,2000m+,4306.783495670916,5077.574510777041,432,2023-06-01
2023-06,500-1000m,4179.640897937759,4520.8142854578955,84,2023-06-01
2023-06,unknown,6781.769871309614,5614.953218434517,15,2023-06-01
2023-07,0-500m,4511.577399288512,4313.764591070895,12,2023-07-01
2023-07,1000-2000m,5372.117002479735,6008.599348581406,270,2023-07-01
2023-07,2000m+,4158.338887230156,4959.594960778024,416,2023-07-01
2023-07,500-1000m,3947.8662563616995,4658.767662404322,103,2023-07-01
2023-07,unknown,6756.744890234671,5670.657839925731,24,2023-07-01
2023-08,0-500m,4645.1522248243555,4638.441465947443,17,2023-08-01
2023-08,1000-2000m,5837.623015873016,6321.607705482344,297,2023-08-01
2023-08,2000m+,4164.11180390664,5134.333743494914,464,2023-08-01
2023-08,500-1000m,3854.8751035870723,4359.91693858299,95,2023-08-01
2023-08,unknown,7255.260378846008,6246.203987342233,16,2023-08-01
2023-09,0-500m,3757.844392705162,4159.091565788843,16,2023-09-01
2023-09,1000-2000m,4725.208025567609,5635.277793004135,266,2023-09-01
2023-09,2000m+,4072.9815082697132,4881.709932720151,364,2023-09-01
2023-09,500-1000m,4087.4262307517256,4577.4678616788515,91,2023-09-01
2023-09,unknown,5040.895493395494,5282.58793177494,13,2023-09-01
2023-10,0-500m,3981.3542044660453,4689.8280472585675,12,2023-10-01
2023-10,1000-2000m,4956.374991699369,5803.4355515804045,170,2023-10-01
2023-10,2000m+,4085.5579096045203,4993.191769114019,275,2023-10-01
2023-10,500-1000m,4084.55474383438,4779.242924793731,58,2023-10-01
2023-10,unknown,4082.5786267083813,4099.994946120837,9,2023-10-01
2023-11,0-500m,3284.351175993512,3619.398816290035,9,2023-11-01
2023-11,1000-2000m,5975.242384225415,5971.4290783497445,114,2023-11-01
2023-11,2000m+,3723.046864621155,4348.031864290005,252,2023-11-01
2023-11,500-1000m,4187.363087698383,4385.62612539319,53,2023-11-01
2023-11,unknown,2853.271189366477,2975.773578285896,11,2023-11-01
2023-12,0-500m,3879.772351969804,3970.7883650492126,3,2023-12-01
2023-12,1000-2000m,4642.464694280079,5310.267657938383,143,2023-12-01
2023-12,2000m+,3906.743734775499,4699.118015686546,190,2023-12-01
2023-12,500-1000m,3852.097457627119,4139.534283762558,55,2023-12-01
2023-12,unknown,4848.360114625874,4987.03133348943,6,2023-12-01
2024-01,0-500m,5930.69247286303,7855.785606426714,12,2024-01-01
2024-01,1000-2000m,5486.657412614724,6038.508486057926,200,2024-01-01
2024-01,2000m+,3955.558683793771,4764.843364324249,311,2024-01-01
2024-01,500-1000m,4097.996213873002,4533.437403429261,72,2024-01-01
2024-01,unknown,10798.226784881006,8641.095354281202,24,2024-01-01
2024-02,0-500m,5151.9725710214625,7872.479790830843,11,2024-02-01
2024-02,1000-2000m,5447.983803820958,6092.043837097176,220,2024-02-01
2024-02,2000m+,3933.3916954434535,4765.49656711769,352,2024-02-01
2024-02,500-1000m,3933.621583411876,4417.375551718245,59,2024-02-01
2024-02,unknown,4593.674408521277,4755.094219635193,4,2024-02-01
2024-03,0-500m,4103.903750523172,6837.473939741066,13,2024-03-01
2024-03,1000-2000m,5292.330409995944,6071.963702202303,360,2024-03-01
2024-03,2000m+,3868.2183971808836,4568.026485209969,454,2024-03-01
2024-03,500-1000m,3943.3582704995288,4331.785119037611,90,2024-03-01
2024-03,unknown,5766.7402167369055,5379.742260645859,16,2024-03-01
2024-04,0-500m,4230.406490465039,4891.992484797004,21,2024-04-01
2024-04,1000-2000m,5820.282795110381,6515.305058854764,329,2024-04-01
2024-04,2000m+,3977.910954863978,4791.712485117053,557,2024-04-01
2024-04,500-1000m,3920.8051763029803,4358.903640988404,111,2024-04-01
2024-04,unknown,3195.5534074432094,4848.528775261256,15,2024-04-01
2024-05,0-500m,6563.29415501906,8961.265592306925,23,2024-05-01
2024-05,1000-2000m,6204.163050095123,6525.098027169839,400,2024-05-01
2024-05,2000m+,4171.1935570721635,4936.806277461336,630,2024-05-01
2024-05,500-1000m,4420.161843847054,4804.521179292717,134,2024-05-01
2024-05,unknown,5817.010963307796,5587.35843737963,16,2024-05-01
2024-06,0-500m,4148.806269149187,4716.34644427826,35,2024-06-01
2024-06,1000-2000m,6061.643607267878,6589.019245746751,676,2024-06-01
2024-06,2000m+,4419.856367942548,5268.690266067896,867,2024-06-01
2024-06,500-1000m,4203.6503861051715,4688.895645495133,194,2024-06-01
2024-06,unknown,7394.691930448438,6646.073510809898,14,2024-06-01
2024-07,0-500m,4782.600769359426,5424.769617503227,37,2024-07-01
2024-07,1000-2000m,5332.563287413163,6248.218184278426,754,2024-07-01
2024-07,2000m+,4382.200819391668,5232.2076692192595,1100,2024-07-01
2024-07,500-1000m,4268.083608930526,4921.266133008891,255,2024-07-01
2024-07,unknown,6504.110130011521,5977.751723781232,22,2024-07-01
2024-08,0-500m,4921.649381063901,5568.334124463844,27,2024-08-01
2024-08,1000-2000m,4932.981586971644,6111.251674356944,536,2024-08-01
2024-08,2000m+,4193.657122145705,5243.197682826462,875,2024-08-01
2024-08,500-1000m,4582.518870332003,5268.9083728230235,170,2024-08-01
2024-08,unknown,2386.6130363036305,3881.6114116946865,9,2024-08-01
2024-09,0-500m,6899.333570496859,6989.631769567399,13,2024-09-01
2024-09,1000-2000m,5380.413065439443,6247.086074034504,281,2024-09-01
2024-09,2000m+,4164.962775812701,5097.831339448647,409,2024-09-01
2024-09,500-1000m,4399.79385569899,5322.504289026842,81,2024-09-01
2024-09,unknown,3534.2679373526053,4552.351224707747,14,2024-09-01
2024-10,0-500m,3883.4794120528686,4778.341854960013,24,2024-10-01
2024-10,1000-2000m,5229.423217327817,6531.409944294896,325,2024-10-01
2024-10,2000m+,4241.641911542592,5209.650770469,542,2024-10-01
2024-10,500-1000m,4324.994311717862,5217.082379587921,119,2024-10-01
2024-10,unknown,3889.6456329100874,3989.2303352755034,8,2024-10-01
2024-11,0-500m,5277.596974071721,5360.072999446303,23,2024-11-01
2024-11,1000-2000m,6458.656929328428,6761.29560328972,276,2024-11-01
2024-11,2000m+,4500.880387570999,5480.592624241638,455,2024-11-01
2024-11,500-1000m,4479.66167514205,5135.5024604211385,100,2024-11-01
2024-11,unknown,4473.611842492962,5056.63446613415,4,2024-11-01
2024-12,0-500m,4976.94881231181,6923.390307548471,12,2024-12-01
2024-12,1000-2000m,5646.228511332008,6545.818546246478,238,2024-12-01
2024-12,2000m+,4422.333604807831,5345.489017030445,390,2024-12-01
2024-12,500-1000m,4435.383148751869,5160.7034932845045,113,2024-12-01
2024-12,unknown,3353.207415180133,3565.2461802255516,7,2024-12-01
2025-01,0-500m,4430.417486132866,6443.545290398021,11,2025-01-01
2025-01,1000-2000m,6335.225775541981,6892.096312972535,281,2025-01-01
2025-01,2000m+,4379.961135319751,5121.102070059692,453,2025-01-01
2025-01,500-1000m,4359.903171953255,4915.419809201838,107,2025-01-01
2025-02,0-500m,5706.949039324056,7101.818048711699,34,2025-02-01
2025-02,1000-2000m,7372.83615986757,7473.517820930953,644,2025-02-01
2025-02,2000m+,4953.19433856732,5901.376494750159,916,2025-02-01
2025-02,500-1000m,4633.268984122293,5264.88746201543,186,2025-02-01
2025-03,0-500m,5087.170124562851,6531.163957690212,48,2025-03-01
2025-03,1000-2000m,6673.863449087698,7116.3264402351315,1039,2025-03-01
2025-03,2000m+,4977.242668765991,5791.051885059225,1431,2025-03-01
2025-03,500-1000m,4582.953064974111,5312.304308678692,315,2025-03-01
2025-03,unknown,4937.877141255878,4937.877141255878,1,2025-03-01
2025-04,0-500m,4566.969058370965,4782.138270926488,29,2025-04-01
2025-04,1000-2000m,4153.79013853335,4987.310967948817,324,2025-04-01
2025-04,2000m+,4156.966476561413,4565.476581967066,627,2025-04-01
2025-04,500-1000m,4474.290018477762,4803.25204200017,179,2025-04-01
2025-05,0-500m,4416.985390541968,4834.523861712267,36,2025-05-01
2025-05,1000-2000m,4825.906605463719,5836.25346714988,564,2025-05-01
2025-05,2000m+,4135.006671114076,4708.251431665732,935,2025-05-01
2025-05,500-1000m,4582.040233054758,4923.68295836009,250,2025-05-01
2025-06,0-500m,4533.794948988126,5244.400365874118,69,2025-06-01
2025-06,1000-2000m,4926.892785675975,5806.352928153293,904,2025-06-01
2025-06,2000m+,4469.528337894136,5216.873547905066,1374,2025-06-01
2025-06,500-1000m,4689.255859819464,5288.934437060413,353,2025-06-01
2025-06,unknown,5369.0834238146945,5369.0834238146945,1,2025-06-01
2025-07,0-500m,4754.955678207059,5337.339986048529,15,2025-07-01
2025-07,1000-2000m,5090.263739734681,6259.616603131325,351,2025-07-01
2025-07,2000m+,4546.137978455192,5472.256472381508,579,2025-07-01
2025-07,500-1000m,4853.257030944605,5634.45846367751,88,2025-07-01
2025-08,0-500m,3951.377104377105,4292.948269497008,15,2025-08-01
2025-08,1000-2000m,4561.440040140492,5274.874134457001,325,2025-08-01
2025-08,2000m+,4163.133069204441,4715.875707155949,546,2025-08-01
2025-08,500-1000m,4422.781435141249,4631.5337885231975,116,2025-08-01
2025-09,0-500m,5081.023691123927,5604.190511794867,53,2025-09-01
2025-09,1000-2000m,4710.891532210576,5432.111159499707,651,2025-09-01
2025-09,2000m+,4307.950911357913,4784.506316240429,996,2025-09-01
2025-09,500-1000m,4637.63309352518,5034.314169267747,289,2025-09-01
2025-10,0-500m,4541.326174159465,4699.679581318294,53,2025-10-01
2025-10,1000-2000m,4696.51497701717,5702.019306070122,622,2025-10-01
2025-10,2000m+,4409.20306768923,5061.194286281825,1045,2025-10-01
2025-10,500-1000m,4638.647840239289,4988.021657247134,267,2025-10-01
2025-10,unknown,6186.4431394527155,6186.4431394527155,1,2025-10-01
2025-11,0-500m,5611.953503930424,5865.001407815487,9,2025-11-01
2025-11,1000-2000m,5606.227912994903,6721.189952249245,240,2025-11-01
2025-11,2000m+,4835.748521630875,5657.056397899173,499,2025-11-01
2025-11,500-1000m,4854.016983134803,5238.450923111094,77,2025-11-01
2025-12,0-500m,5107.385025144713,5345.333882259921,24,2025-12-01
2025-12,1000-2000m,4383.617602070833,5330.950509659225,289,2025-12-01
2025-12,2000m+,4293.2467532467535,4906.964841939421,655,2025-12-01
2025-12,500-1000m,4898.557478054444,5102.313688814097,114,2025-12-01
2026-01,0-500m,5745.465250732441,6002.96438653185,23,2026-01-01
2026-01,1000-2000m,4804.6207818242565,5618.66242871733,389,2026-01-01
2026-01,2000m+,4335.3473534971645,5050.8070615279685,761,2026-01-01
2026-01,500-1000m,5358.974165939354,5606.489404064185,144,2026-01-01
2026-01,unknown,2751.1783862019056,3630.0036400910494,9,2026-01-01
2026-02,0-500m,4111.196581717721,5338.344048137563,18,2026-02-01
2026-02,1000-2000m,4936.447207186189,5897.913612196507,388,2026-02-01
2026-02,2000m+,4310.508520149709,5002.2105910344035,762,2026-02-01
2026-02,500-1000m,5467.646625273981,5606.994642772324,168,2026-02-01
2026-02,unknown,3556.8264910600774,3888.71441461386,16,2026-02-01
2026-03,0-500m,4953.468976659672,5664.596718987216,14,2026-03-01
2026-03,1000-2000m,4672.784043536699,5633.630437438293,344,2026-03-01
2026-03,2000m+,4394.32287640709,5117.85555317558,674,2026-03-01
2026-03,500-1000m,5455.115511551156,5772.775007904881,135,2026-03-01
2026-03,unknown,2678.297921223847,2957.884171335079,6,2026-03-01
2026-04,0-500m,6113.730315434111,6793.915741658835,37,2026-04-01
2026-04,1000-2000m,5367.243966087661,6508.83972585044,612,2026-04-01
2026-04,2000m+,4679.453606058461,5415.761036241713,1133,2026-04-01
2026-04,500-1000m,5247.903780457498,5442.789927781319,214,2026-04-01
2026-04,unknown,2655.8140918828854,3139.009779153733,19,2026-04-01
2026-05,0-500m,6332.500886839305,6346.665434207942,31,2026-05-01
2026-05,1000-2000m,5507.698928571429,6439.810473845701,583,2026-05-01
2026-05,2000m+,4718.805422647528,5559.959925908426,1053,2026-05-01
2026-05,500-1000m,5403.500649355988,5544.471085574845,210,2026-05-01
2026-05,unknown,3426.525250090394,3867.646009843771,17,2026-05-01
2026-06,0-500m,3595.8330119940297,4542.255785023311,14,2026-06-01
2026-06,1000-2000m,5134.419678944043,6048.699344219029,173,2026-06-01
2026-06,2000m+,4365.2602157088,4985.262672972521,380,2026-06-01
2026-06,500-1000m,5494.4324321963195,6020.255691492349,72,2026-06-01
2026-06,unknown,4347.922798379424,4324.795984233752,6,2026-06-01
